p,n,e,z,d
69279,13716478.86,2365136.63,423.9972,
69280,13716451.26,2365136.63,424.0042,
69281,13716423.69,2365136.63,424.442,
69282,13716395.77,2365136.63,424.5151,
69358,13716355.77,2365136.63,424.4144,
69359,13716328.17,2365136.63,424.5248,
69360,13716300.57,2365136.63,424.2582,
69361,13716272.97,2365136.63,424.2942,
69362,13716245.37,2365136.63,424.2867,
69363,13716217.77,2365136.63,424.1964,
69364,13716190.17,2365136.63,424.264,
69365,13716162.57,2365136.63,424.0043,
69366,13716134.68,2365136.63,424.0772,
69367,13716107.08,2365136.63,424,
69368,13716079.48,2365136.63,424,
69369,13716051.88,2365136.63,424.0041,
69370,13716024.28,2365136.63,423.9935,
69371,13715996.7,2365136.63,423.9784,
69372,13715968.78,2365136.63,423.7616,
84792,13715956.01,2365136.63,423.6282,
84793,13715928.41,2365136.63,423.1452,
84794,13715900.81,2365136.63,422.9997,
84795,13715873.21,2365136.63,422.9961,
84796,13715845.61,2365136.63,423,
84797,13715818.01,2365136.63,423.0111,
84798,13715790.41,2365136.63,423.02,
84799,13715762.81,2365136.63,422.9924,
84800,13715734.92,2365136.63,422.8296,
84801,13715707.32,2365136.63,422.6016,
84802,13715679.72,2365136.63,422.5734,
84803,13715652.12,2365136.63,422.0829,
84804,13715624.52,2365136.63,422.0493,
84805,13715596.94,2365136.63,422.0073,
84806,13715569.03,2365136.63,421.9984,
65994,13715529.03,2365136.63,421.9979,
65995,13715501.43,2365136.63,421.9992,
65996,13715473.83,2365136.63,421.7529,
65997,13715446.23,2365136.63,421.3835,
65998,13715418.63,2365136.63,421.6198,
65999,13715391.03,2365136.63,421.4086,
66000,13715363.43,2365136.63,421.3818,
66001,13715335.83,2365136.63,421.3962,
66002,13715307.93,2365136.63,421.2341,
66003,13715280.33,2365136.63,421.4064,
66004,13715252.73,2365136.63,421.702,
66005,13715225.13,2365136.63,421.7285,
66006,13715197.53,2365136.63,421.6947,
66007,13715169.96,2365136.63,421.8914,
66008,13715142.04,2365136.63,421.822,
48586,13715129.04,2365136.63,421.5462,
48587,13715101.44,2365136.63,421.1787,
48588,13715073.84,2365136.63,422.4139,
48589,13715046.24,2365136.63,423,
48590,13715018.64,2365136.63,424.0828,
48591,13714991.04,2365136.63,424.9572,
48592,13714963.44,2365136.63,425.0145,
48593,13714935.84,2365136.63,425.7699,
48594,13714907.95,2365136.63,426.0002,
48595,13714880.35,2365136.63,426.4573,
48596,13714852.75,2365136.63,426.9272,
48597,13714825.15,2365136.63,427.0002,
48598,13714797.55,2365136.63,427.0001,
48599,13714769.97,2365136.63,426.989,
48600,13714742.05,2365136.63,426.8573,
48566,13714702.05,2365136.63,427.0353,
48567,13714674.45,2365136.63,427.0017,
48568,13714646.85,2365136.63,427.0162,
48569,13714619.25,2365136.63,427,
48570,13714591.65,2365136.63,427,
48571,13714564.05,2365136.63,427,
48572,13714536.45,2365136.63,426.4336,
48661,13714508.85,2365136.63,426,
48662,13714480.96,2365136.63,425.9977,
48663,13714453.36,2365136.63,425.9997,
48664,13714425.76,2365136.63,425.3701,
48665,13714398.16,2365136.63,425.0415,
48666,13714370.56,2365136.63,424.7332,
48667,13714342.99,2365136.63,424.6713,
48668,13714315.07,2365136.63,424.6568,
66627,13714302.07,2365136.63,424.4535,
66628,13714274.47,2365136.63,424.0986,
66629,13714246.87,2365136.63,426,
66630,13714219.27,2365136.63,425.9804,
66631,13714191.67,2365136.63,426.0835,
66632,13714164.07,2365136.63,426.5268,
66633,13714136.47,2365136.63,427.0389,
66634,13714108.87,2365136.63,427.6901,
66635,13714080.97,2365136.63,428.214,
66636,13714053.37,2365136.63,428.9987,
66637,13714025.77,2365136.63,428.6846,
66638,13713998.17,2365136.63,428.9851,
66639,13713970.57,2365136.63,429.7787,
66640,13713943,2365136.63,430.349,
66641,13713915.08,2365136.63,431.0006,
66519,13713875.08,2365136.63,431.0213,
66520,13713847.48,2365136.63,431.446,
66521,13713819.88,2365136.63,431.7811,
66522,13713792.28,2365136.63,432.0358,
66523,13713764.68,2365136.63,432.5915,
66524,13713737.08,2365136.63,432.8681,
66525,13713709.48,2365136.63,433.0004,
66526,13713681.88,2365136.63,432.9138,
66527,13713653.99,2365136.63,433.002,
66528,13713626.39,2365136.63,433.007,
66529,13713598.79,2365136.63,433.1504,
66530,13713571.19,2365136.63,433.0048,
66531,13713543.59,2365136.63,432.545,
66532,13713516.01,2365136.63,431.9991,
66533,13713488.09,2365136.63,431.9837,
66906,13713475.09,2365136.63,431.6703,
66907,13713447.49,2365136.63,431.0019,
66908,13713419.89,2365136.63,430.6808,
66909,13713392.29,2365136.63,429.5345,
66910,13713364.69,2365136.63,428.9998,
66911,13713337.09,2365136.63,429,
66912,13713309.49,2365136.63,428.9997,
66913,13713281.89,2365136.63,427.9982,
66914,13713254,2365136.63,427.3712,
66915,13713226.4,2365136.63,426.8875,
66916,13713198.8,2365136.63,426.3901,
66917,13713171.2,2365136.63,425.9999,
66918,13713143.6,2365136.63,425.7806,
66919,13713116.03,2365136.63,425.0032,
66920,13713088.11,2365136.63,424.6987,
75415,13713048.11,2365136.63,423.9962,
75416,13713020.51,2365136.63,423.484,
75417,13712992.91,2365136.63,423.0106,
75418,13712965.31,2365136.63,422.5925,
75419,13712937.71,2365136.63,422.0004,
75420,13712910.11,2365136.63,422,
75421,13712882.51,2365136.63,421.3512,
75422,13712854.91,2365136.63,421.012,
75423,13712827.02,2365136.63,420.9491,
75424,13712799.42,2365136.63,420.7279,
75425,13712771.82,2365136.63,420.021,
75426,13712744.22,2365136.63,419.4994,
75427,13712716.62,2365136.63,419.1017,
75428,13712689.04,2365136.63,419.0018,
75429,13712661.12,2365136.63,419,
83788,13718436.7,2365158.546,447.2736,
83789,13718409.1,2365158.546,446.3194,
83790,13718381.5,2365158.546,446,
83791,13718353.9,2365158.546,445.4323,
83792,13718326.3,2365158.546,444.6145,
83793,13718298.7,2365158.546,443.8615,
83794,13718271.1,2365158.546,443.311,
83795,13718243.5,2365158.546,442.3483,
83796,13718215.61,2365158.546,441.6355,
83978,13718188.01,2365158.546,440.4527,
83979,13718160.41,2365158.546,439.9524,
83980,13718132.81,2365158.546,439.8506,
83981,13718105.21,2365158.546,442.0302,
83982,13718077.63,2365158.546,442.0031,
83983,13718049.71,2365158.546,441.9989,
70301,13718009.71,2365158.546,441.2884,
70302,13717982.11,2365158.546,441,
70303,13717954.51,2365158.546,441,
70304,13717926.91,2365158.546,441.0119,
70305,13717899.31,2365158.546,441.0001,
70306,13717871.71,2365158.546,441.8221,
70307,13717844.11,2365158.546,441.1827,
70308,13717816.51,2365158.546,441,
70309,13717788.62,2365158.546,441.0504,
70310,13717761.02,2365158.546,441.2719,
70311,13717733.42,2365158.546,441.5069,
70312,13717705.82,2365158.546,441.5601,
70313,13717678.22,2365158.546,441.5319,
70314,13717650.65,2365158.546,441.2786,
70315,13717622.73,2365158.546,441.1061,
80975,13717609.73,2365158.546,441.045,
80976,13717582.13,2365158.546,441.0259,
80977,13717554.53,2365158.546,440.7772,
80978,13717526.93,2365158.546,440,
80979,13717499.33,2365158.546,439.3863,
80980,13717471.73,2365158.546,438.9893,
80981,13717444.13,2365158.546,438.988,
80982,13717416.53,2365158.546,438.6116,
80983,13717388.63,2365158.546,438.0048,
80984,13717361.03,2365158.546,437.9061,
80985,13717333.43,2365158.546,437.8752,
80986,13717305.83,2365158.546,436.7675,
80987,13717278.23,2365158.546,436.1557,
80988,13717250.66,2365158.546,435.9963,
80989,13717222.74,2365158.546,435.6174,
81065,13717182.74,2365158.546,434.9985,
81066,13717155.14,2365158.546,434.9318,
81067,13717127.54,2365158.546,434.0567,
81068,13717099.94,2365158.546,433.9976,
81069,13717072.34,2365158.546,433.5707,
81070,13717044.74,2365158.546,433.0258,
81071,13717017.14,2365158.546,432.3565,
81072,13716989.54,2365158.546,431.9989,
81073,13716961.65,2365158.546,431.8975,
81074,13716934.05,2365158.546,431.1245,
81075,13716906.45,2365158.546,430.8669,
81076,13716878.85,2365158.546,430,
81077,13716851.25,2365158.546,430.1066,
81078,13716823.67,2365158.546,429.3337,
81079,13716795.76,2365158.546,429.0083,
69163,13716782.76,2365158.546,428.6598,
69164,13716755.16,2365158.546,427.9936,
69165,13716727.56,2365158.546,427.4816,
69166,13716699.96,2365158.546,427,
69167,13716672.36,2365158.546,426.9151,
69168,13716644.76,2365158.546,426.2095,
69169,13716617.16,2365158.546,425.9984,
69170,13716589.56,2365158.546,425.6971,
69171,13716561.66,2365158.546,424.7266,
69172,13716534.06,2365158.546,424.0353,
69173,13716506.46,2365158.546,424.0174,
69174,13716478.86,2365158.546,423.9997,
69175,13716451.26,2365158.546,424.2663,
69176,13716423.69,2365158.546,424.9226,
69177,13716395.77,2365158.546,424.9995,
69253,13716355.77,2365158.546,424.8824,
69254,13716328.17,2365158.546,424.8155,
69255,13716300.57,2365158.546,424.6966,
69256,13716272.97,2365158.546,424.6336,
69257,13716245.37,2365158.546,424.7713,
69258,13716217.77,2365158.546,424.6619,
69259,13716190.17,2365158.546,424.8089,
69260,13716162.57,2365158.546,424.6326,
69261,13716134.68,2365158.546,424.5046,
69262,13716107.08,2365158.546,424.2129,
69263,13716079.48,2365158.546,424.3307,
69264,13716051.88,2365158.546,424.2365,
69265,13716024.28,2365158.546,424.3915,
69266,13715996.7,2365158.546,424.1,
69267,13715968.78,2365158.546,424.0039,
84807,13715956.01,2365158.546,424.0058,
84808,13715928.41,2365158.546,423.8302,
84809,13715900.81,2365158.546,423.6577,
84810,13715873.21,2365158.546,423.6365,
84811,13715845.61,2365158.546,423.4923,
84812,13715818.01,2365158.546,423.5568,
84813,13715790.41,2365158.546,423.1311,
84814,13715762.81,2365158.546,423.1316,
84815,13715734.92,2365158.546,423.0722,
84816,13715707.32,2365158.546,423.0012,
84817,13715679.72,2365158.546,422.9452,
84818,13715652.12,2365158.546,422.5845,
84819,13715624.52,2365158.546,422.6234,
84820,13715596.94,2365158.546,422.2895,
84821,13715569.03,2365158.546,422.0032,
66009,13715529.03,2365158.546,422.0104,
66010,13715501.43,2365158.546,421.9989,
66011,13715473.83,2365158.546,421.9993,
66012,13715446.23,2365158.546,421.8272,
66013,13715418.63,2365158.546,422,
66014,13715391.03,2365158.546,421.8686,
66015,13715363.43,2365158.546,421.7611,
66016,13715335.83,2365158.546,421.778,
66017,13715307.93,2365158.546,421.6345,
66018,13715280.33,2365158.546,421.8109,
66019,13715252.73,2365158.546,421.9996,
66020,13715225.13,2365158.546,421.9996,
66021,13715197.53,2365158.546,421.9996,
66022,13715169.96,2365158.546,422.0035,
66023,13715142.04,2365158.546,422.0003,
48601,13715129.04,2365158.546,421.9931,
48602,13715101.44,2365158.546,421.9255,
48603,13715073.84,2365158.546,423,
48604,13715046.24,2365158.546,423.4287,
48605,13715018.64,2365158.546,424.3442,
48606,13714991.04,2365158.546,424.9152,
48607,13714963.44,2365158.546,425.0268,
48608,13714935.84,2365158.546,425.7453,
48609,13714907.95,2365158.546,425.9994,
48610,13714880.35,2365158.546,426.1936,
48611,13714852.75,2365158.546,426.5592,
48612,13714825.15,2365158.546,426.8115,
48613,13714797.55,2365158.546,426.9985,
48614,13714769.97,2365158.546,427,
48615,13714742.05,2365158.546,426.3694,
48669,13714702.05,2365158.546,427,
48670,13714674.45,2365158.546,427,
48671,13714646.85,2365158.546,427,
48672,13714619.25,2365158.546,427,
48673,13714591.65,2365158.546,427,
48674,13714564.05,2365158.546,426.3298,
48675,13714536.45,2365158.546,426,
48676,13714508.85,2365158.546,425.9996,
48677,13714480.96,2365158.546,425.9988,
48678,13714453.36,2365158.546,425.9987,
48679,13714425.76,2365158.546,425.7871,
48680,13714398.16,2365158.546,425.3418,
48681,13714370.56,2365158.546,425.7132,
48682,13714342.99,2365158.546,426,
48683,13714315.07,2365158.546,425.9159,
66642,13714302.07,2365158.546,425.5918,
66643,13714274.47,2365158.546,425.3846,
66644,13714246.87,2365158.546,425.973,
66645,13714219.27,2365158.546,426.7164,
66646,13714191.67,2365158.546,427.0108,
66647,13714164.07,2365158.546,427.4236,
66648,13714136.47,2365158.546,427.9055,
66649,13714108.87,2365158.546,428.6634,
66650,13714080.97,2365158.546,428.9919,
66651,13714053.37,2365158.546,428.9964,
66652,13714025.77,2365158.546,429.2894,
66653,13713998.17,2365158.546,429.7641,
66654,13713970.57,2365158.546,430.7884,
66655,13713943,2365158.546,430.9588,
66656,13713915.08,2365158.546,431.423,
66534,13713875.08,2365158.546,432.3217,
66535,13713847.48,2365158.546,433.0002,
66536,13713819.88,2365158.546,433.0006,
66537,13713792.28,2365158.546,433.0033,
66538,13713764.68,2365158.546,433,
66539,13713737.08,2365158.546,432.9999,
66540,13713709.48,2365158.546,433.1311,
66541,13713681.88,2365158.546,433.0006,
66542,13713653.99,2365158.546,433.0294,
66543,13713626.39,2365158.546,433.1223,
66544,13713598.79,2365158.546,433.5284,
66545,13713571.19,2365158.546,434,
66546,13713543.59,2365158.546,432.986,
66547,13713516.01,2365158.546,432.031,
66548,13713488.09,2365158.546,431.9734,
66921,13713475.09,2365158.546,431.6876,
66922,13713447.49,2365158.546,431.2552,
66923,13713419.89,2365158.546,430.6552,
66924,13713392.29,2365158.546,429.8063,
66925,13713364.69,2365158.546,429.0111,
66926,13713337.09,2365158.546,429,
66927,13713309.49,2365158.546,429,
66928,13713281.89,2365158.546,428.5576,
66929,13713254,2365158.546,427.4624,
66930,13713226.4,2365158.546,427.0049,
66931,13713198.8,2365158.546,426.5924,
66932,13713171.2,2365158.546,425.9983,
66933,13713143.6,2365158.546,425.8666,
66934,13713116.03,2365158.546,424.9994,
66935,13713088.11,2365158.546,424.6636,
75430,13713048.11,2365158.546,423.9979,
75431,13713020.51,2365158.546,423.6555,
75432,13712992.91,2365158.546,423.0585,
75433,13712965.31,2365158.546,422.8671,
75434,13712937.71,2365158.546,422.3383,
75435,13712910.11,2365158.546,422.0039,
75436,13712882.51,2365158.546,421.5521,
75437,13712854.91,2365158.546,421.1386,
75438,13712827.02,2365158.546,421,
75439,13712799.42,2365158.546,421,
75440,13712771.82,2365158.546,420.1929,
75441,13712744.22,2365158.546,419.7544,
75442,13712716.62,2365158.546,419.4379,
75443,13712689.04,2365158.546,419.0925,
75444,13712661.12,2365158.546,419,
63895,13718436.7,2365180.462,446.6234,
63896,13718409.1,2365180.462,446,
63897,13718381.5,2365180.462,446.0058,
63898,13718353.9,2365180.462,444.6119,
63899,13718326.3,2365180.462,443.9571,
63900,13718298.7,2365180.462,442.9999,
63901,13718271.1,2365180.462,442.6874,
63902,13718243.5,2365180.462,441.8539,
63903,13718215.61,2365180.462,441.1428,
63904,13718188.01,2365180.462,440.4683,
63905,13718160.41,2365180.462,439.9996,
63906,13718132.81,2365180.462,442.5795,
63907,13718105.21,2365180.462,442.3981,
63908,13718077.63,2365180.462,442.2119,
63909,13718049.71,2365180.462,441.9994,
82761,13718009.71,2365180.462,441.7884,
82762,13717982.11,2365180.462,441.6551,
82763,13717954.51,2365180.462,441.6589,
82764,13717926.91,2365180.462,441.9287,
82765,13717899.31,2365180.462,442.015,
82766,13717871.71,2365180.462,441.9523,
82767,13717844.11,2365180.462,442.0069,
82768,13717816.51,2365180.462,441.9597,
82769,13717788.62,2365180.462,442.0408,
82770,13717761.02,2365180.462,441.951,
82771,13717733.42,2365180.462,441.9931,
82772,13717705.82,2365180.462,442.0005,
82773,13717678.22,2365180.462,441.9788,
82774,13717650.65,2365180.462,441.6123,
82775,13717622.73,2365180.462,441.1188,
80960,13717609.73,2365180.462,441.0358,
80961,13717582.13,2365180.462,441.0028,
80962,13717554.53,2365180.462,440.8552,
80963,13717526.93,2365180.462,439.9705,
80964,13717499.33,2365180.462,439.2483,
80965,13717471.73,2365180.462,438.9733,
80966,13717444.13,2365180.462,438.9488,
80967,13717416.53,2365180.462,438.51,
80968,13717388.63,2365180.462,437.9867,
80969,13717361.03,2365180.462,437.4164,
80970,13717333.43,2365180.462,437.9796,
80971,13717305.83,2365180.462,436.6652,
80972,13717278.23,2365180.462,436.0808,
80973,13717250.66,2365180.462,435.9854,
80974,13717222.74,2365180.462,435.9797,
81050,13717182.74,2365180.462,435.0113,
81051,13717155.14,2365180.462,435.4143,
81052,13717127.54,2365180.462,434.6171,
81053,13717099.94,2365180.462,433.9995,
81054,13717072.34,2365180.462,433.4001,
81055,13717044.74,2365180.462,432.9901,
81056,13717017.14,2365180.462,432.3477,
81057,13716989.54,2365180.462,431.9998,
81058,13716961.65,2365180.462,431.794,
81059,13716934.05,2365180.462,431.0065,
81060,13716906.45,2365180.462,430.8107,
81061,13716878.85,2365180.462,430,
81062,13716851.25,2365180.462,430.4225,
81063,13716823.67,2365180.462,429.1815,
81064,13716795.76,2365180.462,428.7349,
69148,13716782.76,2365180.462,428.4449,
69149,13716755.16,2365180.462,428.0141,
69150,13716727.56,2365180.462,427.9328,
69151,13716699.96,2365180.462,427,
69152,13716672.36,2365180.462,427.597,
69153,13716644.76,2365180.462,426.4883,
69154,13716617.16,2365180.462,426.006,
69155,13716589.56,2365180.462,425.7209,
69156,13716561.66,2365180.462,424.8801,
69157,13716534.06,2365180.462,424.0742,
69158,13716506.46,2365180.462,423.9999,
69159,13716478.86,2365180.462,423.9999,
69160,13716451.26,2365180.462,424.5064,
69161,13716423.69,2365180.462,425.0104,
69162,13716395.77,2365180.462,425.0365,
69238,13716355.77,2365180.462,425.0092,
69239,13716328.17,2365180.462,425.0245,
69240,13716300.57,2365180.462,424.9763,
69241,13716272.97,2365180.462,424.9752,
69242,13716245.37,2365180.462,424.9962,
69243,13716217.77,2365180.462,424.9992,
69244,13716190.17,2365180.462,425.009,
69245,13716162.57,2365180.462,424.9908,
69246,13716134.68,2365180.462,424.9951,
69247,13716107.08,2365180.462,424.7915,
69248,13716079.48,2365180.462,424.8205,
69249,13716051.88,2365180.462,424.9986,
69250,13716024.28,2365180.462,424.9881,
69251,13715996.7,2365180.462,424.5117,
69252,13715968.78,2365180.462,424.0139,
84822,13715956.01,2365180.462,424.029,
84823,13715928.41,2365180.462,424.0466,
84824,13715900.81,2365180.462,424.0007,
84825,13715873.21,2365180.462,424.0995,
84826,13715845.61,2365180.462,424.1286,
84827,13715818.01,2365180.462,424.0365,
84828,13715790.41,2365180.462,423.8898,
84829,13715762.81,2365180.462,423.9935,
84830,13715734.92,2365180.462,423.2565,
84831,13715707.32,2365180.462,423.3267,
84832,13715679.72,2365180.462,423.0444,
84833,13715652.12,2365180.462,423.0344,
84834,13715624.52,2365180.462,423,
84835,13715596.94,2365180.462,422.8105,
84836,13715569.03,2365180.462,422.4114,
66024,13715529.03,2365180.462,422.0248,
66025,13715501.43,2365180.462,421.9996,
66026,13715473.83,2365180.462,421.9996,
66027,13715446.23,2365180.462,422,
66028,13715418.63,2365180.462,422,
66029,13715391.03,2365180.462,422,
66030,13715363.43,2365180.462,422,
66031,13715335.83,2365180.462,422,
66032,13715307.93,2365180.462,422,
66033,13715280.33,2365180.462,421.9998,
66034,13715252.73,2365180.462,421.9996,
66035,13715225.13,2365180.462,421.9997,
66036,13715197.53,2365180.462,421.9999,
66037,13715169.96,2365180.462,422.1464,
66038,13715142.04,2365180.462,422.1817,
48616,13715129.04,2365180.462,422.1534,
48617,13715101.44,2365180.462,422.2044,
