p,n,e,z,d
64267,13706108.2,2367571.734,374.0002,
64268,13706080.6,2367571.734,374.0008,
64269,13706053,2367571.734,374.0025,
64270,13706025.4,2367571.734,373.9118,
64271,13705997.8,2367571.734,373.2063,
64272,13705970.2,2367571.734,373.0002,
64273,13705942.31,2367571.734,373.0004,
64274,13705914.71,2367571.734,373.0003,
64275,13705887.11,2367571.734,372.9993,
64276,13705859.51,2367571.734,373.0001,
64277,13705831.91,2367571.734,372.8148,
64278,13705804.34,2367571.734,372.4988,
64279,13705776.42,2367571.734,372.0643,
65529,13715129.04,2367579.235,434.9795,
65530,13715101.44,2367579.235,434.5258,
65531,13715073.84,2367579.235,434.0004,
65532,13715046.24,2367579.235,434.0031,
65533,13715018.64,2367579.235,433.9825,
65534,13714991.04,2367579.235,433.8207,
65535,13714963.44,2367579.235,433.1228,
65536,13714935.84,2367579.235,433,
65537,13714907.95,2367579.235,433,
65538,13714880.35,2367579.235,432.7301,
65539,13714852.75,2367579.235,432.8042,
65540,13714825.15,2367579.235,431.8365,
65541,13714797.55,2367579.235,431.2694,
65542,13714769.97,2367579.235,430.9985,
65543,13714742.05,2367579.235,430.8963,
55433,13718436.7,2367591.222,437.5462,
55434,13718409.1,2367591.222,437.3566,
55435,13718381.5,2367591.222,437.3275,
55436,13718353.9,2367591.222,437.3185,
55437,13718326.3,2367591.222,437.1822,
55438,13718298.7,2367591.222,437.0632,
55439,13718271.1,2367591.222,436.9833,
55440,13718243.5,2367591.222,436.9716,
55441,13718215.61,2367591.222,436.9869,
55442,13718188.01,2367591.222,437,
55443,13718160.41,2367591.222,437,
55444,13718132.81,2367591.222,436.8092,
55445,13718105.21,2367591.222,436.5009,
55446,13718077.63,2367591.222,436.3758,
55447,13718049.71,2367591.222,435.7796,
54845,13718009.71,2367591.222,435.193,
54846,13717982.11,2367591.222,434.9851,
54847,13717954.51,2367591.222,434.7797,
54848,13717926.91,2367591.222,434.9984,
54849,13717899.31,2367591.222,435,
54850,13717871.71,2367591.222,434.1022,
54851,13717844.11,2367591.222,433.9075,
54852,13717816.51,2367591.222,433.5486,
54853,13717788.62,2367591.222,433.2455,
54854,13717761.02,2367591.222,432.9563,
54855,13717733.42,2367591.222,432.8404,
54856,13717705.82,2367591.222,432.4971,
54857,13717678.22,2367591.222,432.203,
54858,13717650.65,2367591.222,431.9972,
54859,13717622.73,2367591.222,431.9932,
84576,13713875.08,2367591.222,423.3887,
84577,13713847.48,2367591.222,423.3517,
84578,13713819.88,2367591.222,423.0035,
84579,13713792.28,2367591.222,422.9795,
84580,13713764.68,2367591.222,422.9826,
84581,13713737.08,2367591.222,422.7305,
84582,13713709.48,2367591.222,422.6194,
84583,13713681.88,2367591.222,422.448,
84584,13713653.99,2367591.222,422.118,
84585,13713626.39,2367591.222,422.0006,
84586,13713598.79,2367591.222,421.9995,
84587,13713571.19,2367591.222,421.728,
84588,13713543.59,2367591.222,421.333,
84589,13713516.01,2367591.222,421.0048,
84590,13713488.09,2367591.222,420.3178,
54069,13713475.09,2367591.222,420,
54070,13713447.49,2367591.222,420.0024,
54071,13713419.89,2367591.222,419.6155,
54072,13713392.29,2367591.222,418.9603,
54073,13713364.69,2367591.222,418.8258,
54074,13713337.09,2367591.222,418.2743,
54075,13713309.49,2367591.222,417.6059,
54076,13713281.89,2367591.222,417.0033,
54077,13713254,2367591.222,416.613,
54078,13713226.4,2367591.222,415.8891,
54079,13713198.8,2367591.222,415.0038,
54080,13713171.2,2367591.222,414.9342,
54081,13713143.6,2367591.222,414.328,
54082,13713116.03,2367591.222,413.6435,
54083,13713088.11,2367591.222,413.0003,
50897,13713048.11,2367591.222,412.006,
50898,13713020.51,2367591.222,411.7984,
50899,13712992.91,2367591.222,411.1926,
50900,13712965.31,2367591.222,410.8452,
50901,13712937.71,2367591.222,410.0003,
50902,13712910.11,2367591.222,410.0002,
50903,13712882.51,2367591.222,409.9078,
50904,13712854.91,2367591.222,409.215,
50905,13712827.02,2367591.222,408.9998,
50906,13712799.42,2367591.222,408.6487,
50907,13712771.82,2367591.222,407.9996,
50908,13712744.22,2367591.222,408,
50909,13712716.62,2367591.222,407.5668,
50910,13712689.04,2367591.222,407.012,
50911,13712661.12,2367591.222,406.462,
63328,13708244.34,2367593.65,380.908,
63329,13708216.74,2367593.65,381.208,
63330,13708189.14,2367593.65,381.2747,
63331,13708161.54,2367593.65,381.3295,
63332,13708133.94,2367593.65,381.9238,
63333,13708106.34,2367593.65,382.7374,
63334,13708078.74,2367593.65,383.0031,
63335,13708051.14,2367593.65,384.007,
63336,13708023.24,2367593.65,384.7619,
63337,13707995.64,2367593.65,385.6165,
63338,13707968.04,2367593.65,386.5378,
63339,13707940.44,2367593.65,387.3976,
63340,13707912.84,2367593.65,388.2281,
63341,13707885.27,2367593.65,389.025,
63342,13707857.35,2367593.65,389.9848,
72384,13707817.35,2367593.65,391.3526,
72385,13707789.75,2367593.65,392,
72386,13707762.15,2367593.65,392.0004,
72387,13707734.55,2367593.65,392.3281,
72388,13707706.95,2367593.65,392.5679,
72389,13707679.35,2367593.65,392.1915,
72390,13707651.75,2367593.65,392.0099,
72391,13707624.15,2367593.65,391.6651,
72392,13707596.26,2367593.65,391.1064,
72393,13707568.66,2367593.65,390.4922,
72394,13707541.06,2367593.65,390.0087,
72395,13707513.46,2367593.65,389.9285,
72396,13707485.86,2367593.65,389.3806,
72397,13707458.28,2367593.65,388.8874,
72398,13707430.36,2367593.65,388.3975,
61225,13707417.36,2367593.65,388.1834,
61226,13707389.76,2367593.65,387.6661,
61227,13707362.16,2367593.65,387.1128,
61228,13707334.56,2367593.65,386.7093,
61229,13707306.96,2367593.65,386.2263,
61230,13707279.36,2367593.65,386.0765,
61231,13707251.76,2367593.65,385.9996,
61232,13707224.16,2367593.65,385.8852,
61233,13707196.27,2367593.65,385.4656,
61234,13707168.67,2367593.65,385.3125,
61235,13707141.07,2367593.65,385.1747,
61236,13707113.47,2367593.65,385.1948,
61237,13707085.87,2367593.65,384.9999,
61238,13707058.3,2367593.65,385.0003,
61239,13707030.38,2367593.65,384.999,
85651,13706990.38,2367593.65,384.9996,
85652,13706962.78,2367593.65,384.8054,
85653,13706935.18,2367593.65,384.6404,
85654,13706907.58,2367593.65,384.3132,
85655,13706879.98,2367593.65,383.9394,
85656,13706852.38,2367593.65,383.4001,
85657,13706824.78,2367593.65,382.8018,
85658,13706797.18,2367593.65,382.0638,
85659,13706769.28,2367593.65,381.5146,
85660,13706741.68,2367593.65,381.0055,
85661,13706714.08,2367593.65,380.815,
85662,13706686.48,2367593.65,380.4528,
85663,13706658.88,2367593.65,380.1276,
85664,13706631.31,2367593.65,380.0256,
85665,13706603.39,2367593.65,379.8222,
46668,13706590.39,2367593.65,379.5398,
46669,13706562.79,2367593.65,379.0216,
46670,13706535.19,2367593.65,378.7178,
46671,13706507.59,2367593.65,377.9998,
46672,13706479.99,2367593.65,377.4356,
46673,13706452.39,2367593.65,376.9905,
46674,13706424.79,2367593.65,376.3073,
46675,13706397.19,2367593.65,376.0005,
46676,13706369.3,2367593.65,375.994,
46677,13706341.7,2367593.65,375.5996,
46678,13706314.1,2367593.65,375.292,
46679,13706286.5,2367593.65,375.0024,
46680,13706258.9,2367593.65,374.7995,
46681,13706231.32,2367593.65,374.4708,
46682,13706203.4,2367593.65,374.2013,
64280,13706163.4,2367593.65,374.0025,
64281,13706135.8,2367593.65,373.9986,
64282,13706108.2,2367593.65,373.9832,
64283,13706080.6,2367593.65,373.9706,
64284,13706053,2367593.65,373.871,
64285,13706025.4,2367593.65,373.7861,
64286,13705997.8,2367593.65,373.0605,
64287,13705970.2,2367593.65,373.0001,
64288,13705942.31,2367593.65,373.0002,
64289,13705914.71,2367593.65,373.0005,
64290,13705887.11,2367593.65,373.0002,
64291,13705859.51,2367593.65,373.6414,
64292,13705831.91,2367593.65,373.1284,
64293,13705804.34,2367593.65,372.8324,
64294,13705776.42,2367593.65,372.16,
65514,13715129.04,2367601.151,434.5758,
65515,13715101.44,2367601.151,434.2076,
65516,13715073.84,2367601.151,434.0023,
65517,13715046.24,2367601.151,434.0001,
65518,13715018.64,2367601.151,433.6865,
65519,13714991.04,2367601.151,433.5569,
65520,13714963.44,2367601.151,433,
65521,13714935.84,2367601.151,432.9847,
65522,13714907.95,2367601.151,432.6951,
65523,13714880.35,2367601.151,432.3277,
65524,13714852.75,2367601.151,431.9971,
65525,13714825.15,2367601.151,431.3058,
65526,13714797.55,2367601.151,430.9991,
65527,13714769.97,2367601.151,430.0843,
65528,13714742.05,2367601.151,430.2601,
55448,13718436.7,2367613.138,436.999,
55449,13718409.1,2367613.138,436.8745,
55450,13718381.5,2367613.138,436.9677,
55451,13718353.9,2367613.138,436.9997,
55452,13718326.3,2367613.138,436.996,
55453,13718298.7,2367613.138,436.777,
55454,13718271.1,2367613.138,436.7351,
55455,13718243.5,2367613.138,436.3929,
55456,13718215.61,2367613.138,436.2198,
55457,13718188.01,2367613.138,435.9603,
55458,13718160.41,2367613.138,435.9261,
55459,13718132.81,2367613.138,435.9045,
55460,13718105.21,2367613.138,435.7082,
55461,13718077.63,2367613.138,435.2842,
55462,13718049.71,2367613.138,434.9712,
54860,13718009.71,2367613.138,434.769,
54861,13717982.11,2367613.138,434.4224,
54862,13717954.51,2367613.138,434.2096,
54863,13717926.91,2367613.138,434.05,
54864,13717899.31,2367613.138,433.948,
54865,13717871.71,2367613.138,433.5281,
54866,13717844.11,2367613.138,433.0115,
54867,13717816.51,2367613.138,432.9612,
54868,13717788.62,2367613.138,432.9112,
54869,13717761.02,2367613.138,432.3259,
54870,13717733.42,2367613.138,432.0167,
54871,13717705.82,2367613.138,431.9969,
54872,13717678.22,2367613.138,431.9655,
54873,13717650.65,2367613.138,431.7858,
54874,13717622.73,2367613.138,431.937,
84591,13713875.08,2367613.138,423.0001,
84592,13713847.48,2367613.138,422.9943,
84593,13713819.88,2367613.138,422.8709,
84594,13713792.28,2367613.138,422.5597,
84595,13713764.68,2367613.138,422.8449,
84596,13713737.08,2367613.138,422.3386,
84597,13713709.48,2367613.138,422.1435,
84598,13713681.88,2367613.138,422.2094,
84599,13713653.99,2367613.138,422,
84600,13713626.39,2367613.138,421.9994,
84601,13713598.79,2367613.138,421.9994,
84602,13713571.19,2367613.138,421.7099,
84603,13713543.59,2367613.138,421.292,
84604,13713516.01,2367613.138,420.7847,
84605,13713488.09,2367613.138,420.1795,
54084,13713475.09,2367613.138,420.0024,
54085,13713447.49,2367613.138,420.0014,
54086,13713419.89,2367613.138,419.3242,
54087,13713392.29,2367613.138,418.9925,
54088,13713364.69,2367613.138,418.4925,
54089,13713337.09,2367613.138,418.0001,
54090,13713309.49,2367613.138,417.6932,
54091,13713281.89,2367613.138,417.0008,
54092,13713254,2367613.138,416.3344,
54093,13713226.4,2367613.138,415.7764,
54094,13713198.8,2367613.138,415.0233,
54095,13713171.2,2367613.138,414.8788,
54096,13713143.6,2367613.138,414.3189,
54097,13713116.03,2367613.138,413.738,
54098,13713088.11,2367613.138,412.9405,
50882,13713048.11,2367613.138,412.2056,
50883,13713020.51,2367613.138,412.0005,
50884,13712992.91,2367613.138,411.4595,
50885,13712965.31,2367613.138,410.7534,
50886,13712937.71,2367613.138,410,
50887,13712910.11,2367613.138,409.9967,
50888,13712882.51,2367613.138,409.9856,
50889,13712854.91,2367613.138,409.396,
50890,13712827.02,2367613.138,408.997,
50891,13712799.42,2367613.138,408.7108,
50892,13712771.82,2367613.138,408.0169,
50893,13712744.22,2367613.138,407.9922,
50894,13712716.62,2367613.138,407.6226,
50895,13712689.04,2367613.138,406.9806,
50896,13712661.12,2367613.138,406.4115,
85264,13708244.34,2367615.566,381.1297,
85265,13708216.74,2367615.566,381.6233,
85266,13708189.14,2367615.566,381.7429,
85267,13708161.54,2367615.566,381.7853,
85268,13708133.94,2367615.566,382.2272,
85269,13708106.34,2367615.566,382.903,
85270,13708078.74,2367615.566,383.352,
85271,13708051.14,2367615.566,384.1452,
85272,13708023.24,2367615.566,385.2205,
85273,13707995.64,2367615.566,386.0254,
85274,13707968.04,2367615.566,386.7854,
85275,13707940.44,2367615.566,387.5783,
85276,13707912.84,2367615.566,388.3872,
85277,13707885.27,2367615.566,389.4143,
85278,13707857.35,2367615.566,390.2011,
72602,13707817.35,2367615.566,391.3881,
72603,13707789.75,2367615.566,391.9384,
72604,13707762.15,2367615.566,392.0005,
72605,13707734.55,2367615.566,392,
72606,13707706.95,2367615.566,392.1336,
72607,13707679.35,2367615.566,392.0004,
72608,13707651.75,2367615.566,391.855,
72609,13707624.15,2367615.566,391.5768,
72610,13707596.26,2367615.566,391.1247,
72611,13707568.66,2367615.566,390.5428,
72612,13707541.06,2367615.566,390.0128,
72613,13707513.46,2367615.566,389.8385,
72614,13707485.86,2367615.566,389.3274,
72615,13707458.28,2367615.566,389.0081,
72616,13707430.36,2367615.566,388.5077,
61330,13707417.36,2367615.566,388.2514,
61331,13707389.76,2367615.566,387.7407,
61332,13707362.16,2367615.566,387.1251,
61333,13707334.56,2367615.566,386.8587,
61334,13707306.96,2367615.566,386.5439,
61335,13707279.36,2367615.566,386.2971,
61336,13707251.76,2367615.566,386.0035,
61337,13707224.16,2367615.566,385.9998,
61338,13707196.27,2367615.566,385.7724,
61339,13707168.67,2367615.566,385.6202,
61340,13707141.07,2367615.566,385.3322,
61341,13707113.47,2367615.566,385.2424,
61342,13707085.87,2367615.566,385.4485,
61343,13707058.3,2367615.566,385.0018,
61344,13707030.38,2367615.566,385.0007,
72801,13706990.38,2367615.566,385.0003,
72802,13706962.78,2367615.566,385.0001,
72803,13706935.18,2367615.566,384.7374,
72804,13706907.58,2367615.566,384.3495,
72805,13706879.98,2367615.566,383.9573,
72806,13706852.38,2367615.566,383.4152,
72807,13706824.78,2367615.566,382.8581,
72808,13706797.18,2367615.566,382.1246,
72809,13706769.28,2367615.566,381.5494,
72810,13706741.68,2367615.566,380.995,
72811,13706714.08,2367615.566,380.7956,
72812,13706686.48,2367615.566,380.3837,
72813,13706658.88,2367615.566,380.0061,
72814,13706631.31,2367615.566,379.8044,
72815,13706603.39,2367615.566,379.3601,
46458,13706590.39,2367615.566,379.0811,
46459,13706562.79,2367615.566,378.9979,
46460,13706535.19,2367615.566,378.3222,
46461,13706507.59,2367615.566,377.9989,
46462,13706479.99,2367615.566,377.5582,
46463,13706452.39,2367615.566,376.9998,
46464,13706424.79,2367615.566,376.3947,
46465,13706397.19,2367615.566,376.001,
46466,13706369.3,2367615.566,375.9985,
46467,13706341.7,2367615.566,375.6704,
46468,13706314.1,2367615.566,375.3472,
46469,13706286.5,2367615.566,375.0335,
46470,13706258.9,2367615.566,374.949,
46471,13706231.32,2367615.566,374.6829,
46472,13706203.4,2367615.566,374.394,
82356,13706163.4,2367615.566,374.0003,
82357,13706135.8,2367615.566,374.0001,
82358,13706108.2,2367615.566,373.9384,
82359,13706080.6,2367615.566,373.8838,
82360,13706053,2367615.566,373.6369,
82361,13706025.4,2367615.566,373.6383,
82362,13705997.8,2367615.566,373.0176,
82363,13705970.2,2367615.566,373,
82364,13705942.31,2367615.566,373,
82365,13705914.71,2367615.566,373.0001,
82366,13705887.11,2367615.566,373.0975,
82367,13705859.51,2367615.566,374,
82368,13705831.91,2367615.566,374,
82369,13705804.34,2367615.566,372.9711,
82370,13705776.42,2367615.566,372.003,
65499,13715129.04,2367623.067,434.2021,
65500,13715101.44,2367623.067,433.9981,
65501,13715073.84,2367623.067,434.0002,
65502,13715046.24,2367623.067,433.6607,
65503,13715018.64,2367623.067,433.214,
65504,13714991.04,2367623.067,433.1664,
65505,13714963.44,2367623.067,432.9999,
65506,13714935.84,2367623.067,432.6432,
65507,13714907.95,2367623.067,432.48,
65508,13714880.35,2367623.067,432.1112,
65509,13714852.75,2367623.067,431.8315,
65510,13714825.15,2367623.067,431.3048,
65511,13714797.55,2367623.067,430.996,
65512,13714769.97,2367623.067,430.2369,
65513,13714742.05,2367623.067,429.9989,
55463,13718436.7,2367635.054,436.8417,
55464,13718409.1,2367635.054,436.3389,
55465,13718381.5,2367635.054,436.3984,
55466,13718353.9,2367635.054,436.3285,
55467,13718326.3,2367635.054,435.9583,
55468,13718298.7,2367635.054,435.8241,
55469,13718271.1,2367635.054,435.6301,
55470,13718243.5,2367635.054,435.5716,
55471,13718215.61,2367635.054,435.3147,
55472,13718188.01,2367635.054,435.2428,
55473,13718160.41,2367635.054,435.0065,
55474,13718132.81,2367635.054,435.0301,
55475,13718105.21,2367635.054,434.9852,
55476,13718077.63,2367635.054,434.7455,
55477,13718049.71,2367635.054,434.4178,
54875,13718009.71,2367635.054,434.2473,
54876,13717982.11,2367635.054,433.8252,
54877,13717954.51,2367635.054,433.5378,
54878,13717926.91,2367635.054,433.0694,
54879,13717899.31,2367635.054,433.0923,
54880,13717871.71,2367635.054,432.8622,
54776,13717844.11,2367635.054,432.5058,
54777,13717816.51,2367635.054,432.1478,
54778,13717788.62,2367635.054,432.0158,
54779,13717761.02,2367635.054,431.9025,
54780,13717733.42,2367635.054,431.5886,
54781,13717705.82,2367635.054,431.4268,
54782,13717678.22,2367635.054,431.5557,
54783,13717650.65,2367635.054,431.0032,
54784,13717622.73,2367635.054,430.9995,
84606,13713875.08,2367635.054,422.9892,
84607,13713847.48,2367635.054,422.9663,
84608,13713819.88,2367635.054,422.7234,
84609,13713792.28,2367635.054,422.2262,
84610,13713764.68,2367635.054,422.0018,
84611,13713737.08,2367635.054,422,
84612,13713709.48,2367635.054,422,
84613,13713681.88,2367635.054,421.9999,
84614,13713653.99,2367635.054,421.8465,
84615,13713626.39,2367635.054,421.7135,
84616,13713598.79,2367635.054,421.6848,
84617,13713571.19,2367635.054,421.4083,
84618,13713543.59,2367635.054,421.0677,
84619,13713516.01,2367635.054,420.7455,
84620,13713488.09,2367635.054,420.4712,
54099,13713475.09,2367635.054,420.3201,
54100,13713447.49,2367635.054,419.9597,
54101,13713419.89,2367635.054,419.2675,
54102,13713392.29,2367635.054,418.8453,
54103,13713364.69,2367635.054,418.354,
54104,13713337.09,2367635.054,417.9827,
54105,13713309.49,2367635.054,417.6668,
54106,13713281.89,2367635.054,416.9199,
54107,13713254,2367635.054,416.4168,
54108,13713226.4,2367635.054,416,
54109,13713198.8,2367635.054,415.0129,
54110,13713171.2,2367635.054,414.774,
54111,13713143.6,2367635.054,414.1935,
54112,13713116.03,2367635.054,413.9128,
54113,13713088.11,2367635.054,412.9976,
50867,13713048.11,2367635.054,412.3268,
50868,13713020.51,2367635.054,411.9999,
50869,13712992.91,2367635.054,411.8183,
50870,13712965.31,2367635.054,410.8048,
50871,13712937.71,2367635.054,410.0011,
50872,13712910.11,2367635.054,410.003,
50873,13712882.51,2367635.054,409.9733,
50874,13712854.91,2367635.054,409.4662,
50875,13712827.02,2367635.054,408.9779,
50876,13712799.42,2367635.054,408.6046,
50877,13712771.82,2367635.054,408,
50878,13712744.22,2367635.054,407.8041,
50879,13712716.62,2367635.054,407.2163,
50880,13712689.04,2367635.054,406.6882,
50881,13712661.12,2367635.054,406.154,
85279,13708244.34,2367637.482,381.3161,
85280,13708216.74,2367637.482,381.8061,
85281,13708189.14,2367637.482,381.9978,
85282,13708161.54,2367637.482,382.0172,
85283,13708133.94,2367637.482,382.2736,
85284,13708106.34,2367637.482,382.9968,
85285,13708078.74,2367637.482,383.5124,
85286,13708051.14,2367637.482,384.1659,
85287,13708023.24,2367637.482,385.2291,
85288,13707995.64,2367637.482,386.0062,
85289,13707968.04,2367637.482,386.9112,
85290,13707940.44,2367637.482,387.6695,
85291,13707912.84,2367637.482,388.4896,
85292,13707885.27,2367637.482,389.4327,
85293,13707857.35,2367637.482,390.2757,
72617,13707817.35,2367637.482,391.0989,
72618,13707789.75,2367637.482,391.4297,
72619,13707762.15,2367637.482,391.7512,
72620,13707734.55,2367637.482,391.9215,
72621,13707706.95,2367637.482,391.8512,
72622,13707679.35,2367637.482,391.7902,
72623,13707651.75,2367637.482,391.4211,
72624,13707624.15,2367637.482,391.2395,
72625,13707596.26,2367637.482,391.0083,
72626,13707568.66,2367637.482,390.6913,
72627,13707541.06,2367637.482,390.0433,
72628,13707513.46,2367637.482,389.848,
72629,13707485.86,2367637.482,389.0566,
72630,13707458.28,2367637.482,388.9869,
72631,13707430.36,2367637.482,388.7633,
61345,13707417.36,2367637.482,388.55,
61346,13707389.76,2367637.482,387.9236,
61347,13707362.16,2367637.482,387.3336,
61348,13707334.56,2367637.482,386.9983,
61349,13707306.96,2367637.482,386.8184,
61350,13707279.36,2367637.482,386.4415,
61351,13707251.76,2367637.482,386.0294,
61352,13707224.16,2367637.482,385.9999,
61353,13707196.27,2367637.482,385.9999,
61354,13707168.67,2367637.482,385.7587,
61355,13707141.07,2367637.482,385.4157,
61356,13707113.47,2367637.482,385.0045,
61357,13707085.87,2367637.482,385.3192,
61358,13707058.3,2367637.482,385.0024,
61359,13707030.38,2367637.482,385.002,
72816,13706990.38,2367637.482,385.0008,
72817,13706962.78,2367637.482,384.9679,
72818,13706935.18,2367637.482,384.4669,
72819,13706907.58,2367637.482,384.2051,
72820,13706879.98,2367637.482,383.7563,
72821,13706852.38,2367637.482,383.2759,
72822,13706824.78,2367637.482,382.8333,
72823,13706797.18,2367637.482,382.025,
72824,13706769.28,2367637.482,381.6281,
72825,13706741.68,2367637.482,381.078,
72826,13706714.08,2367637.482,380.6421,
72827,13706686.48,2367637.482,380.2682,
72828,13706658.88,2367637.482,379.8998,
72829,13706631.31,2367637.482,379.4997,
72830,13706603.39,2367637.482,378.998,
46473,13706590.39,2367637.482,378.9905,
46474,13706562.79,2367637.482,378.9969,
46475,13706535.19,2367637.482,378.1168,
46476,13706507.59,2367637.482,377.7942,
46477,13706479.99,2367637.482,377.3173,
46478,13706452.39,2367637.482,377,
46479,13706424.79,2367637.482,376.6791,
46480,13706397.19,2367637.482,376.252,
46481,13706369.3,2367637.482,376.0001,
46482,13706341.7,2367637.482,375.7566,
46483,13706314.1,2367637.482,375.4445,
46484,13706286.5,2367637.482,375.201,
46485,13706258.9,2367637.482,375.025,
46486,13706231.32,2367637.482,374.9516,
46487,13706203.4,2367637.482,374.6351,
82371,13706163.4,2367637.482,374.226,
82372,13706135.8,2367637.482,373.9911,
82373,13706108.2,2367637.482,373.9401,
82374,13706080.6,2367637.482,373.947,
82375,13706053,2367637.482,373.4028,
82376,13706025.4,2367637.482,373.4441,
82377,13705997.8,2367637.482,373.0001,
82378,13705970.2,2367637.482,373,
82379,13705942.31,2367637.482,373,
82380,13705914.71,2367637.482,372.9832,
82381,13705887.11,2367637.482,373.1424,
82382,13705859.51,2367637.482,373.5136,
82383,13705831.91,2367637.482,373.6566,
82384,13705804.34,2367637.482,372.7782,
82385,13705776.42,2367637.482,371.9111,
85963,13715129.04,2367644.983,434.001,
85964,13715101.44,2367644.983,434.0015,
85965,13715073.84,2367644.983,433.5175,
85771,13715046.24,2367644.983,433.0049,
85772,13715018.64,2367644.983,433.0008,
85773,13714991.04,2367644.983,433.0003,
85774,13714963.44,2367644.983,432.9786,
85775,13714935.84,2367644.983,432.4325,
85776,13714907.95,2367644.983,432.1526,
85777,13714880.35,2367644.983,431.9963,
85778,13714852.75,2367644.983,431.8066,
85779,13714825.15,2367644.983,431.2453,
85780,13714797.55,2367644.983,431.0059,
85781,13714769.97,2367644.983,430.3024,
85782,13714742.05,2367644.983,430.0045,
55478,13718436.7,2367656.97,435.9238,
55479,13718409.1,2367656.97,435.8425,
55480,13718381.5,2367656.97,435.9016,
55376,13718353.9,2367656.97,435.7338,
55377,13718326.3,2367656.97,435.2766,
55378,13718298.7,2367656.97,435.1374,
55379,13718271.1,2367656.97,434.9991,
55380,13718243.5,2367656.97,434.9935,
55381,13718215.61,2367656.97,434.9689,
55382,13718188.01,2367656.97,434.5303,
55383,13718160.41,2367656.97,434.0132,
55384,13718132.81,2367656.97,435,
55385,13718105.21,2367656.97,434.6269,
55386,13718077.63,2367656.97,433.9912,
55387,13718049.71,2367656.97,433.7836,
54785,13718009.71,2367656.97,433.4325,
54786,13717982.11,2367656.97,432.9898,
54787,13717954.51,2367656.97,432.9987,
54788,13717926.91,2367656.97,432.4772,
54789,13717899.31,2367656.97,432.5529,
54790,13717871.71,2367656.97,432.1826,
54791,13717844.11,2367656.97,431.9981,
54792,13717816.51,2367656.97,431.7864,
54793,13717788.62,2367656.97,431.5237,
54794,13717761.02,2367656.97,431.3231,
54795,13717733.42,2367656.97,431.0998,
54796,13717705.82,2367656.97,431.0009,
54797,13717678.22,2367656.97,430.8077,
54798,13717650.65,2367656.97,430.5243,
54799,13717622.73,2367656.97,430.6262,
84621,13713875.08,2367656.97,422.9829,
84622,13713847.48,2367656.97,422.9855,
84623,13713819.88,2367656.97,422.5184,
84624,13713792.28,2367656.97,422.0012,
84625,13713764.68,2367656.97,422.0004,
84626,13713737.08,2367656.97,422,
84627,13713709.48,2367656.97,421.9782,
84628,13713681.88,2367656.97,421.7371,
84629,13713653.99,2367656.97,421.5478,
84630,13713626.39,2367656.97,421.3858,
84631,13713598.79,2367656.97,421.3597,
84632,13713571.19,2367656.97,421.1043,
84633,13713543.59,2367656.97,420.9308,
84712,13713516.01,2367656.97,420.6076,
84713,13713488.09,2367656.97,420.2552,
54114,13713475.09,2367656.97,420.0899,
54115,13713447.49,2367656.97,419.9179,
54116,13713419.89,2367656.97,419.2306,
54117,13713392.29,2367656.97,418.8194,
54118,13713364.69,2367656.97,418.2427,
54119,13713337.09,2367656.97,417.991,
54120,13713309.49,2367656.97,417.4573,
54121,13713281.89,2367656.97,416.9818,
54122,13713254,2367656.97,416.3943,
54123,13713226.4,2367656.97,415.8563,
54124,13713198.8,2367656.97,415.0001,
54125,13713171.2,2367656.97,414.6589,
54126,13713143.6,2367656.97,414.1058,
54127,13713116.03,2367656.97,413.7165,
54128,13713088.11,2367656.97,412.9979,
50852,13713048.11,2367656.97,412.4496,
50853,13713020.51,2367656.97,412.0819,
50854,13712992.91,2367656.97,411.6428,
50855,13712965.31,2367656.97,410.9716,
50856,13712937.71,2367656.97,410.3175,
50857,13712910.11,2367656.97,409.9996,
50858,13712882.51,2367656.97,409.9621,
50859,13712854.91,2367656.97,409.4013,
50860,13712827.02,2367656.97,408.8017,
50861,13712799.42,2367656.97,408.3663,
50862,13712771.82,2367656.97,408.0025,
50863,13712744.22,2367656.97,407.5891,
50864,13712716.62,2367656.97,407.0029,
50865,13712689.04,2367656.97,406.3092,
50866,13712661.12,2367656.97,405.8948,
85294,13708244.34,2367659.398,381.6028,
85295,13708216.74,2367659.398,381.9721,
85296,13708189.14,2367659.398,382.0119,
85297,13708161.54,2367659.398,382.3203,
85298,13708133.94,2367659.398,382.5664,
85299,13708106.34,2367659.398,383.1131,
85300,13708078.74,2367659.398,383.7229,
85301,13708051.14,2367659.398,384.0167,
85302,13708023.24,2367659.398,385.0349,
85303,13707995.64,2367659.398,385.9982,
85304,13707968.04,2367659.398,387.0478,
85305,13707940.44,2367659.398,387.7181,
85306,13707912.84,2367659.398,388.3286,
85307,13707885.27,2367659.398,389.3348,
85308,13707857.35,2367659.398,389.9124,
72632,13707817.35,2367659.398,390.6722,
72633,13707789.75,2367659.398,390.9796,
72634,13707762.15,2367659.398,391,
72635,13707734.55,2367659.398,391.2101,
72636,13707706.95,2367659.398,391.365,
72637,13707679.35,2367659.398,391.3036,
72638,13707651.75,2367659.398,391.0884,
72639,13707624.15,2367659.398,391.0218,
72640,13707596.26,2367659.398,391.0005,
72641,13707568.66,2367659.398,390.5696,
72642,13707541.06,2367659.398,390.0451,
72643,13707513.46,2367659.398,389.9204,
72644,13707485.86,2367659.398,389.3443,
72645,13707458.28,2367659.398,388.9689,
72646,13707430.36,2367659.398,388.9894,
